Unnamed: 0,labels,headline,__index_level_0__
4166,2,'hägar the horrible' cartoonist expected more for 40th anniversary,9715
9450,2,condé nast launches 'the new yorker for black people',11731
12227,2,"military institutes new 'don't tell, let me guess' policy",12813
764,2,"responsible, thoughtful nation decides to ignore charlie sheen situation",1012
8534,1,area man eats breakfast for dinner in desperate attempt to reinvent his life,5280
7853,1,all of child's fondest memories times when dad trying to make up for things,4895
4773,1,bee practically blows its load after seeing purple coneflower in full bloom,9958
11864,2,gop mulls forcing christine blasey ford to publicly apologize to kavanaugh just for hell of it,7121
10886,1,man votes early to get week bragging about it out of way,6549
6364,1,report: mom has plan for tub of whipped cream in fridge,4037
1207,2,network executive cancels show after ruining it in development,148
5938,2,shy congressman wishes other lawmakers would include him in their crimes,285
13142,2,merck ceo taunts patients by lowering drug prices until just out of their reach,13165
1130,0,competitive adidas unveils darren wilson as new face of brand,8555
8735,1,seventh-graders still undecided on disparaging name for mr. hyslop,11457
4206,1,small town beginning to wonder what taking heroin epidemic so long to get there,9732
11261,2,'fox & friends' denounces bombing suspect as overenthusiastic fan whose heart basically in right place,6770
7059,1,casual sex surprisingly formal,4443
12432,1,"seemingly shy woman really just stuck-up, friends say",7446
10707,2,fbi counterterrorists launch media campaign downplaying symbolic value of golden gate bridge,236
12921,1,toaster really hitting its stride recently,13080
6834,2,u.s. adds 4 million jobs but in st. louis,10754
11867,2,hippocratic oath under review by hmo board,7123
10493,2,al-qaeda chatter deteriorates into gossip,12151
12811,1,woman saves 75 cents,13034
4570,2,scott pruitt orders epa employees to stay in office over weekend while it's being fumigated,3083
5654,0,esports star suspected of using peds,10294
59,2,trump regrets choosing kavanaugh after supreme court nominee keeps talking about how much he respects women,632
11331,2,jim jordan spends hearing demanding michael cohen accept blame for covering up sexual abuse of ohio state wrestlers,6813
3515,1,decorative throw pillow positively aching for a quick plump,2493
3816,2,superstitious clinton refusing to change her beliefs following hot streak in polls,2665
9040,1,right side of fish tank where all the action at,11578
9247,0,humane society worker secretly glad to see nippy dachshund put down,11655
8779,0,detective behind two-way mirror nervously crosses arms as criminal addresses him directly,11477
6213,1,middle manager follows proper procedure,10526
5028,0,pawn-shop customer plans to buy toaster back,10060
8944,2,cheering gets slightly less loud after obama's call for community service,11549
6678,2,obama always freaked out by people standing above him smiling whenever he signs bill,4211
4098,2,camera admits it can't do much for barry,9686
6377,1,airline part of something called 'star alliance',10593
6059,0,climate experts say only hope for saving planet lies with people who save napkins from takeout order,3874
3386,0,passenger assures flight attendant he has opened emergency exit dozens of times before,9424
7101,1,5-year-old admits it pretty messed up spider-man visiting his birthday party when he could be out saving lives,10853
4075,2,gop warns refugees likely to be driven to terrorism by way america would treat them,2817
8215,2,trouble again in tv's africa,11257
12753,2,democratic candidate blows fundraising lead on massive 15-story lawn sign,13009
2647,0,couple puts handful of items on registry that loser family members can afford,13379
10730,0,fourth tool discovered,12247
12391,2,dazed jeff bezos realizes he spent entire conversation thinking about how to automate person talking to him,7426
9452,2,humiliated team of cuban doctors forced to continue treating long-dead fidel castro,11732
8953,2,new energy secretary guesses he ought to read up on energy,11553
11553,0,new department of interior program to reduce deer population by providing free condoms to fawns,12554
4304,2,mta officials assure new yorkers that today's subway will run just as fucked up as normal,9777
2111,2,romney: 'this is why they call me turnaround mitty from comeback city',1735
12340,2,rumsfeld only one who can change toner in white house printer,7397
7556,1,new study finds human beings were never meant to wake up from sleep,11015
6750,2,paul hogan admits he's still searching for that one career-defining role,4255
4012,2,historian has big news for grover cleveland fans,13626
3479,2,"harper lee announces third novel, 'my excellent caretaker deserves my entire fortune'",2475
6842,0,craftsman confirms new hammer backwards-compatible with previous generation of nails,10756
10762,0,l.a. grants clippers $12 for new nets,13609
5763,0,jewelry company jumps gun with engagement ring commercial featuring polyamorous triad,3713
10725,0,scientists announce they've completed mapping the human g-spot,12244
2258,2,steve bannon marks draft of executive order he likes with noxious pheromone secretion,1804
203,1,report: getting massages at airports apparently part of certain people's lives,707
11508,0,tenants forced to clean apartment before telling landlord about mice,12542
8363,1,podiatrist a jerk,5189
13001,0,"historical archives: a brief ""bring-you-up-to-date""",13112
8899,2,"maria butina slips away after binding half-naked, blindfolded robert mueller to bed",5472
6434,2,report: bots now make up 22% of twitter executives,72
13150,2,marco rubio still rock-hard days after being publicly humiliated on national stage,7843
8217,0,seaworld crowd applauds for dolphin playfully spraying blood from blowhole,5101
11249,2,pope francis clarifies that god just one of many immortal beings who speak to him every day,6764
3253,2,report: majority of statements now prefaced by phrase 'in light of recent events',9382
6949,1,"earth safe, but for how long?",10793
946,1,bar patrons dismayed by sight of band setting up,1125
1183,2,karen pence returns to work as part-time nude art model,1241
8167,1,"according to nutritional information, local man just had 16 servings of fritos",11236
3248,2,"breaking: daniel throwing his life away, you should call him, he dropped out of wharton—wharton, for god's sake",2349
10963,1,woman toys with idea of getting sister something nice they can do together as gift before settling on candle,6602
11281,2,"jonesing nation demands trump tell them where, exactly, drugs are pouring into country",6780
4288,2,pope francis delivers eucharist philly style,9769
6910,0,"foie gras, scallops snuck into opera house",4358
1379,0,gunman opens fire in own mcdonald's,1343
11888,1,dad hands phone off to mom immediately after being wished happy father's day,13614
9738,0,garroting survivors call for wire ban,11843
12877,2,egypt plunges into state of middle east,13061
1338,0,health insurance ceo reveals key to company's success is not paying for customers' medical care,8632
11066,2,breaking: america's white population plummets to 2.7% after trump caves on immigration enforcement,6652
906,1,"18-to-35 white, male demographic still searching for perfect way to quench its thirst",1100
7040,0,report: average consumer puts blind faith in 87 corporations per day,10829
2711,1,report: seasonal depression still better than purchasing tiny sunshine lamp,9160
1849,0,family comforted by thought that man's death will prevent others from climbing war memorial to pretend to fuck horse,8841
4224,0,"experts say earliest warning signs of mental health issues usually crossing eyes while dribbling finger on lips, saying 'cuckoo, cuckoo'",9738
12217,1,guy with kids to have more kids,7327
12726,0,goldfish dying to be petted just once,7622
713,2,media urged not to release names of any more presidential candidates in effort to prevent copycats,987
6537,0,faa to ban plane crashes,10658
4141,2,trump campaign selects mike pence as concrete reminder that this all really happening,2852
1877,2,meghan markle's college friends stuck at table with sickly habsburg cousins,8853
55,2,jay inslee smashes through wall of town hall in solar-powered mech suit to announce climate change plan,630
1193,1,man proud of food he ordered,1249
4756,0,guest given air mattress that will slowly deflate throughout night,3179
7695,1,area man does his best thinking on his atv,482
4302,0,area man killed in committee,9776
4015,0,successories poster shoplifted,9654
4493,0,aunt scores big with nephews by dropping bombshell story about mom smoking weed as teenager,3040
8041,0,dancing machine overheats,5010
9910,2,cambridge cop accidentally arrests henry louis gates again during white house meeting,11914
11644,0,gay conversion therapists claim most patients fully straight by the time they commit suicide,7000
4946,1,missing girl's family really hates to part with reward,3273
12040,0,cat that spends life on one of two couch cushions given rabies vaccine,7227
5709,1,zz top reveals meaning behind classic song 'legs',3683
11107,0,local couple celebrates birth of son with ritual genital mutilation,6674
11322,2,britain plummets to lowest value in world since 1580s,6807
13448,0,god pissed after learning cost to replace earth's core,13274
1316,0,child venture capitalist invests $2.50 in friend's slug-eating enterprise,1316
4842,2,michael cohen relieved to remember it illegal to charge lawyer with crime,3225
861,2,craig kilborn ready to return to the daily show,1072
7710,2,"putin will try the, how you say, fried chicken",4815
8883,1,'good old days' traced back to single weekend in 1948,11527
7026,0,rock song takes pro-rock stance,10823
4501,2,justify wakes up next to decapitated head of prized jockey after refusing to throw triple crown,9852
9384,1,report: there no way of knowing whether the vague award mom won at work a big deal or what,5752
6432,0,"mytron the fifth, illuminati ruler and secret overlord of all humanity, dead at 112",10617
11327,2,british empire to be reduced to 8 acres around buckingham palace by 2050,12475
7350,0,elderly woman begins freezing meals husband can eat while she's passed away,4616
4605,0,palm tree in hurricane irma's path ready to bend real good for cameras,3097
12368,2,geopolitical balance of power somehow unaffected by death of princess,12863
11429,1,warm approach of potential new friendship just street canvasser again,6869
1291,1,internal weakness openly shared with coworkers,1300
12139,1,roommate all into cycling now,7285
10345,1,man always three ingredients away from making pancakes,6284
8799,1,boss's clout evaporates after he's seen in shorts at company picnic,11487
10367,1,rain told to go away in 1986 returns,12092
8931,2,clinton appoints very special cabinet member,5495
8550,1,"45-year-old man self-conscious, embarrassed by new, unexpected changes his body going through",5291
3848,1,woman bids farewell to former self before beginning new skin care regimen,9600
4963,2,camera falls out of love with melanie griffith,10037
2242,2,senator moved to tears after reading constituent's heartfelt check,1798
4045,0,veteran given hero's welcome back to afghanistan,9667
8396,2,report: syria running dangerously low on civilians to oppress,5203
284,2,equifax impressed by hackers' ability to ruin people's finances more efficiently than company can,8227
8116,1,last beer in six pack drunk with plastic rings still attached,5047
10670,2,u.s. continues proud tradition of  diversity on front lines,6441
1343,2,assistant always follows warner bros. ceo with suitcase containing codes to authorize 'collateral beauty 2',8636
13597,2,quentin tarantino breaks three-day media silence,8105
3267,0,wedding planner suggests replacing unsightly groom,2359
12181,0,visionary sports columnist asserts that muhammad ali's greatest fight wasn't in the ring,12793
5647,2,chuck grassley cranks up music in senate chamber to drown out ford's testimony,3654
11734,2,nancy reagan available at 82,7052
1265,0,doll real estate agent glosses over giant hinged opening in middle of house,1286
11241,2,kc masterpiece ceo warns against society's increasing reliance on a1,12447
7062,1,woman dots her 'i's with cute round marks,4445
2834,0,perverted measles virus exposes itself to playground full of children,2137
11290,1,area man locked in protracted battle with sweatshirt neckhole,6787
7039,2,christopher cross finally reaches mexican border,10828
4551,0,'phantom thread' wins academy award for best film you liked but probably wouldn't see again,9873
13518,2,jonathan lipnicki to star as young 'dark helmet' in spaceballs prequel,13294
9104,0,best visual effects oscar introduced by highly acclaimed lens flare,11603
10665,2,report: purchasing items from onion store most important way to either stop or help donald trump,12225
11466,1,laid-off hostess employee forced to look for creme-injecting job elsewhere,6894
4580,0,drunk nutritionists recommend eating entire frozen pizza at 3 a.m.,9884
9314,0,top of mt. everest pulling away majority of hollywood films with generous tax credit program,11683
6762,0,manager slits own throat after realizing some members of company not on same page,10733
1141,0,researchers forced to scrap another sleep study after participants murdered in dreams by serial killer,8564
11918,1,narcissist mentally undresses self,7151
673,2,sean hannity informs building tenants about deep-state conspiracy forcing him to triple rent,963
9845,2,gop leaders confident they'll have cruelty necessary to pass healthcare bill,6012
7827,2,fed admits up until now u.s. has just been coasting off money from 'avatar',4882
7841,1,friend working at milwaukee history museum could probably get you in for free,140
10872,0,new religious freedom bill gives small business owners right to annul any gay marriage,12310
2022,0,new evidence suggests president george washington sent woodcut of penis to secretary,8906
11532,2,firebrand john mccain demands immediate investigation into why he remaining complicit,6936
10862,1,hotcake sales brisk,6542
8462,1,area man not exactly sure why doctor needed him undressed for that,5243
4945,2,jason momoa reveals he spent months becoming useless dumbass to get into character for 'aquaman',10030
7037,0,"beanie baby collection stares at owner with 226 cold, dead eyes",4431
6006,0,crops begin emerging from farmlands across nation as monsanto ceo slowly raises arms,13584
4464,2,"poll shows majority of americans can't blame congress for the shutdown, not with those adorable faces they can't",406
253,0,wildebeest taking awful lot of credit for stampede,8212
2810,2,no one in gang has heart to tell police informant his cover's blown,9196
8611,2,efforts of world's 16 billion chickens still not adding up to much,11409
6397,2,ecstatic pope francis finally lands role as mary in st. peter's christmas pageant,10603
6782,2,u.s. military lauded for creating gender-neutral killing field,10737
9535,0,radio shack salesman 'a little out of it today',11766
6353,0,history channel helicopter to give viewers bird's eye view of history,10582
2616,0,experts warn climate change will increase incidences of stepping into puddle and getting whole goddamn foot soaking wet,9135
303,2,report: no one at white castle wants to make friends,8234
7577,2,'seek funding' step added to scientific method,11022
8105,0,birthplace of president carter accidentally visited,11214
6983,1,special ops veteran slips back into family undetected,4399
8483,0,disillusioned museum admissions employee doesn't even believe own annual membership pitch anymore,5252
7924,2,"russians to build, tear down statue",11
7607,1,single mother working 3 minimum-wage jobs just trying not to live in the moment,4760
1058,0,pepsi super bowl ad raises worldwide pepsi-awareness .00000000001 percent,1177
5272,2,al-qaeda: latest missile attack bears hallmarks of u.s. military,10139
6632,0,guillermo del toro makes first appearance with new monster wife at venice film festival,10693
4165,0,anti-homosexuality sermon suspiciously well-informed,2863
10721,2,huckabee sanders repeatedly insists that president's footprints created the great lakes,6471
10239,0,brutalized toothbrush wishes owner would just let it die,6228
2851,2,"government official who makes perfectly valid, well-reasoned point against israel forced to resign",9218
4401,1,woman only dates on national television now,2989
2686,0,broken ornament relegated to lonely existence on side of tree facing wall,9153
7734,1,man deeply suspicious after insurer covers prescription without hassle,11081
11858,2,"'you're deleting your account? we'll be sad to see you go,' says facebook prompt showing user photo of own dead body",7117
8084,1,senile mother a broken novelty record,11207
11660,0,secretary pretty sure vending-machine guy is that uncaptured serial rapist,7010
9276,1,bouncer moved to tears by tale of friends already in club,11669
2065,0,new contraception law would require teenagers to consult with 3 different peers before selecting birth control method,8927
1557,2,pope asks to be taken off list of world's 100 richest people,1440
13495,1,man scolded by brother-in-law for not taking better advantage of open bar,13287
4188,2,bob iger offers rupert murdoch one night with mickey mouse in exchange for 21st century fox,2875
2559,0,buttery goodness now america's top domestic product,9108
11118,1,partygoer vows to fix keg,12406
10120,0,pet's death text messaged,11993
12051,0,wounded marine: friendly-fire bullets hurt that much more,7232
5800,1,connect four-playing sis pretty sneaky,3726
3994,2,white house carefully screening any gun control town hall questions that address obama as 'mein führer',2772
4416,1,man has extra spring in his step after getting news that classmate moved home and stopped pursuing her dream,9816
1666,2,teen admits parents were right about fred durst,454
2275,0,police satisfied after drunk man assures them there's no problem,9013
177,1,hope in students' eyes too much for screenwriting teacher to handle this week,8189
1420,2,"pitt, aniston to quietly separate",1367
5760,2,children's hospital charity dependent on teri hatcher's knowledge of british parliament,3712
6579,2,fema officials panic after accidentally evacuating 1 million residents in direction of hurricane,13433
1461,0,cable ace award thrown out in apartment move,1388
2367,1,right to own handheld device that shoots deadly metal pellets at high speed worth all of this,9042
737,0,new pepsi product specifically mentions target demographic in name,1000
13003,0,baby jesus stolen from live nativity,7761
5455,2,k-pop group bts excited for first american tour since 1963 appearance on 'ed sullivan',3553
6510,0,captain kirk's life flashes before dying trekkie's eyes,4114
4442,1,online university allows students to amass crippling debt at own pace,9829
1985,2,"anne hathaway, james franco spend every moment of oscars tearing into jesse eisenberg",1667
4744,0,brooks brothers unveils new line of monogramed cum rags,3173
3669,0,secretary of interior announces $400 million initiative to preserve self for future generations to enjoy,9539
12233,2,christopher plummer probably nailing it in 'king lear' somewhere,12816
2126,2,john boehner to paul ryan: 'i was once young and beautiful too',488
4852,1,woman decides period over,3230
5975,2,rahm emanuel concerned gun violence could spread to parts of city he gives shit about,3828
7028,1,'i'd like the crispy chicken sandwich' first truthful thing man has said in weeks,10824
9620,1,teen unsure how to break it to parents that the devil got her pregnant,11802
8406,1,pants attempt to convey what owner can't,5208
13157,1,woman only willing to learn new things in settings called boot camp,7848
9303,2,gop quick to point out that michael cohen was merely rnc's deputy finance chairman,5704
13104,2,house democrats forced to move all their things back into disgusting minority locker room,13147
29,0,beijing fire department extinguishes massive five-alarm burning cloud of smog,8133
195,1,goldfish teetering on edge of sanity,703
8222,1,snowman sucks,5105
10452,2,michelle obama admits barack had way too much sperm to make natural conception possible,12129
4981,1,panicked newborn didn't realize breathing would be on apgar test,3291
10,0,leading probability researchers confounded by three coworkers wearing same shirt color on same day,8125
6390,1,courtroom sketch artist has clear manga influences,10600
3605,0,breaking: waiter picking up napkin with bare hand,9519
13077,0,department of interior to control rising mole population by releasing mallets into national parks,13135
10842,0,new evidence suggests early humans first used fire to impress friends,12295
7873,1,"man returns to work after vacation with fresh, reenergized hatred for job",4909
7050,1,dad frees up entire day to spend on quality father-grill bonding time,4440
11151,2,james bond fans concerned after learning new film's shooting locations all in new hampshire,12416
712,0,child 'very sorry' for slapping teddy bear,986
11659,0,winner of 'the voice' excited to use $50 chili's gift card,12597
11010,0,bannon's cyst finally ruptures,12358
12885,2,voter turnout reaches all-time low of 17,7705
10294,2,giuliani says kim jong-un begged like a has-been-politician-turned-hack-attorney trying to get a job at the white house,6257
9995,1,bearded lady cleans up real nice,6089
6550,2,overworked nation wishes it could just unplug from it all like puerto rico,10666
8456,2,charlie rose presses self about sexual harassment allegations in tense charlie rose interview,5238
1091,1,jeopardy! viewer had no idea he knew so much about weasels,1198
4153,2,"4 copy editors killed in ongoing ap style, chicago manual gang violence",9710
11026,0,independent-film festival crushed by paramount troops,12368
12548,2,mississippi brings down yet another national average,7519
11330,2,senate bill to end u.s. role in yemen war rejected by house raytheon executives,6812
4856,0,hotel now charging patrons for looking at items in minibar,9991
2826,2,cherokee nation makes headlines as fraction of actress's bloodline,9206
527,2,gop gasps as red-eyed shadow counsel smashes out of gestation tank,8320
3707,0,television executive's baby cancelled in development stage,9556
5473,2,kanye west named new face of yeezy,10225
11959,2,nation hoping 'the newsroom' ends before trayvon martin storyline,7175
7114,2,yalie strikes harvard lad sharply about the face and neck,4470
530,0,employees from other department announce plan to ramble on about fucking nothing right next to your desk,891
7486,0,fda to increase recommended dosage of acetaminophen for children who can handle their shit,10985
2537,0,seaworld employees place orcas in plastic bags of water while cleaning tanks,1969
9390,1,right guy to fuck with identified,5757
10832,1,man just needs to power through another day of not being broke and unemployed,6527
10360,2,mitch mcconnell feeling emasculated by wife who makes more illicit money than him,6294
12684,1,man could see himself spending rest of life with image of woman in head,7595
2563,2,sat found to be biased in favor of non-hungover,9110
4898,2,romney throws quinceañera for ann in last-minute attempt to get hispanic vote,3249
10916,1,supermodel's true beauty comes from outside,6570
11036,2,john kerry jettisons russian henchmen from international space station airlock,6638
12257,2,mitsubishi from 'the fast and the furious' lands first directorial role,7351
11408,1,cake just sitting there,12509
3324,2,economists warn new graduates may have to tough it out for 5 to 6 weeks before landing dream job,9400
12477,2,fcc sentences artie lange to death,7473
11574,2,nation's uncles enter last stage of prep for thursday's thanksgiving debates,12562
9714,0,tsunami death toll rises to 36 americans,11833
1175,1,washed-up toddler can't point out things like he used to,1239
3133,1,only time employee has ever done job is when training replacement,2289
3944,1,group of good-looking people all headed toward same place,2740
899,0,"confusing roadside memorial features bicycle, rotary telephone, jug of some kind",8467
7306,0,struggling rainforest cafe adds thousands of animatronic patrons to restaurants,4585
2875,2,lawyers identify dozens more bill cosby victims while interviewing potential jurors,9227
1155,0,report: u.s. children lead world in hand-mouth coordination,1229
2819,2,"'no way to prevent this,' says only nation where this regularly happens",9200
11608,1,man has no idea what to do with good mood,6980
8348,1,"family knows not to interrupt dad while he's skimming pool, listening to orioles radio broadcast",5178
6709,1,jerry always willing to pick up overtime,10724
6808,0,"tearful anthropologists discover dead ancestor of humans 100,000 years too late",4293
839,2,michael cohen granted prison work release for new job with trump 2020 campaign,1058
10306,1,new homeowner suddenly fascinated by molding,6262
7609,0,bling-bling pawned,11036
12444,0,domino's surprises customer with nice steak dinner,281
2895,2,anxious gina haspel gives self little pep interrogation in bathroom mirror,9235
3568,0,new evidence suggests first gallows created as early attempt at autoerotic asphyxiation,9508
685,2,civil unrest in sierra leone concerns npr listener,968
6333,1,new study finds americans scoot over at least 10 miles per year,10573
6199,0,super 8 offering writers residency for anyone working on suicide note,3953
2477,1,wildest friend called up from bench to help woman get over breakup,1939
8914,0,rapidly swelling man may contain traces of peanuts,11535
1242,0,land before time vi released straight to landfill,1274
35,0,egyptian woman wishes screaming protester husband would go bonkers for her once in a while,619
9083,0,stack of unread new yorkers celebrates one-year anniversary,11595
2120,1,is area man going to finish those fries?,1742
1466,2,cia interrogator apologizes profusely after asking question about touchy subject,1390
2978,0,environmental ad campaign encourages turning shower off after showering,2203
4292,0,e.l. james admits new erotic novel originally 'tiny toons' fan fiction,9771
4491,0,mother of slaying victim glad it was onion reporter who knocked on her door half an hour after funeral,9847
5493,2,precious little voter needs to feel inspired by candidate,3568
6251,2,vacation to israel canceled due to history of israel,10544
5923,0,water pistol fired using sideways gangsta grip,10404
10039,1,waitress only friendly when bringing the check,6116
6918,2,"nation offsets carbon footprint by planting single 300,000-foot-tall tree",13591
9928,1,offended customer's huffy walkout goes unnoticed,6052
4755,0,fisher-price releases new in utero fetal activity gym,3178
4775,2,serious mitt romney demanding to be addressed as 'mitthew' now,3192
3546,1,woman mentally rearranging rankings of children while opening mother's day gifts,9499
10011,1,timeless masterpiece liked,6099
11691,2,panicking taylor swift realizes it too late to call off assassination after katy perry makes peace offering,7029
5001,0,father spends joyful afternoon throwing son around backyard,575
6285,0,linebacker faces suspension for genocide,10552
11078,0,noxious minions of satan offer free installation through july,6656
11856,2,biden's handlers suggesting he forget the words 'pink' and 'stink' altogether,7115
10162,1,"ruthless, powerful ceo has become very thing he loves most",12012
10330,2,china vows to begin aggressively falsifying air pollution numbers,6276
3491,1,this absolutely the last time bouncer cleans up vomit,9472
10740,0,researchers: quality of sleep may be affected by abandoning family in 1994,12251
7738,0,u.s. consumers announce plan to get one of those,11083
9652,1,moviegoer can already see where commercials will go,5897
9339,2,ape appointed banana czar,5724
5376,2,"'my work here is done,' smiles contented bannon before bursting into millions of spores",10185
7044,0,cast of 60 minutes suffers collective stroke,10831
6278,2,temp excited to begin first day as secretary of agriculture,269
54,1,shy friend experimenting with personality,629
4567,2,god admits he way less strict with last few billion children,3081
5281,1,depressed cat just going through motions of destroying couch,3466
10648,0,"deformed, half-feathered audubon society president flees into forest after injecting self with bird dna",6430
11937,2,sight of 400 war elephants on horizon marks hillary clinton's arrival in swing state,12704
11751,2,pollsters admit they underestimated voters' adrenal glands,7062
13400,0,before-and-after airbrushing image alerts fashion industry to evil of its ways,13261
9010,0,running back's buttocks undulate hypnotically in sexuality-challenging slow-motion replay,5543
5502,2,report: nation's ditches overflowing with children of worried parents,10238
6908,1,woman injured in hostile makeover,4356
11189,2,american airlines to phase out complimentary cabin pressurization,12432
2781,1,mannequins seem really in love,2113
266,2,nissin introduces extra-large drum noodles,8219
5488,0,yosemite closed indefinitely after bear spotted in park,10232
5377,1,woman speaks for record-breaking 8 hours without being interrupted by man,13414
4822,2,"middle east small talks to focus on getting israel, palestine to discuss weather",3216
5947,1,another comedian ruined by parenthood,3814
529,0,briefcase full of porn,8321
9403,0,last people left at party a ragtag assembly of friends of friends,11709
3116,2,bush to meet with agriculture secretary down in the holler,2278
7326,1,high school bully ready to unload summer vacation's worth of abuse,4599
7681,1,monopoly player insists on being wheelbarrow,13
11622,0,dhs sets security alert level to green for 8 seconds,12584
1721,0,scientists discover new species of reptile deep within amazonian bulldozer treads,1525
3278,1,teen on birthright trip hadn't expected to see so many dead palestinians,2365
7407,0,study: 0% of people die from getting fingers lodged in bowling ball and being dragged down lane,4648
8184,0,man finally unpauses 'super mario bros.' after 18 years of chores,11244
6221,2,al-qaeda member wistfully recalls time when radicalization done face-to-face rather than online,10532
13231,1,"precocious teen able to read, write",374
9131,1,server unbelievably touched to be asked own opinion on whether enchiladas or burger better choice,11617
10735,1,woman feels like she's finally ready to start receiving unsolicited vulgar messages again,6477
7290,1,report: uttering phrase 'easy does it' prevents 78% of drywall damage while moving furniture,525
2604,0,perfect response to heckler somewhere in prop comedian's trunk,9131
11467,2,obama asks biden not to stand so close,6895
5757,1,report: we don't make any money if you don't click the fucking link,10339
5530,0,job applicant blows away interviewer with intimate knowledge of company's 'about us' page,3591
7799,2,reedsburg chamber of commerce:'come grow with us',11106
13257,0,console wars heat up as zenith unveils gamespace pro,7904
4353,1,boss wants to know if you can work late this year,2958
2004,0,tammys of the world demand to be taken seriously,529
5770,1,infants piling up at orphanage's old address,3714
7563,2,nancy pelosi rushes into living room to hear grandson's first talking point,4732
3467,1,pursued drunk driver crafts brilliant 'don't stop' plan,9461
1471,2,de blasio pac spends $30 million on ads urging candidate not to embarrass self by running,1394
4853,1,coin collector has some pretty fucking nice coins,9989
8003,2,"'let's all say what we're grateful for,' says mother who apparently believes she's in a norman fucking rockwell painting",11171
3939,1,lone tent a dark harbinger of looming street festival,9633
6336,2,"'please, melania, don't leave us!' pleads king of wooded faerie realm as first lady climbs back into tree hollow",10574
7453,1,unpopular high-schoolers downplay significance of prom,13443
9171,1,"report: you know you are a fucking idiot, right?",5631
3475,2,taylor swift inspires 200 million fans to register to vote in tennessee,9465
10909,1,year abroad changes student's worldview for one year,6563
7503,1,man forced to venture pretty far into wilds of internet to have opinion confirmed,4703
2071,0,focus groups hated it right up until guy's head got cut off,1712
13541,0,new hyundai owner sort of brags about it to co-workers,13302
659,1,dad actually yelled at that guy,955
11110,1,control of anecdote wrested from boyfriend,6675
5251,2,ryan zinke calls for legislation to slow down destruction of wildlife so he can truly savor every minute of it,3453
3788,1,wrong turn finds man on poor side of mall,9579
12194,2,family tells ailing mandela racism over,12799
1231,0,celebrities: are they aware enough of aids?,8595
2705,0,st. christopher statue embedded in motorist's forehead,2071
13454,1,dad busy throwing seeds or something on lawn,13277
5344,2,netflix switches over to convenient new physical locations,10169
3025,0,little tobacco hit with $3.5 hundred lawsuit,158
11651,0,cop takes cinnamon bun into own hands,7005
2522,0,rolling stones: is there humor to be found in their age?,9094
10333,2,nelson mandela evidently thinks world's journalists have nothing better to do than wait around like idiots,352
9974,2,trump delivers touching tribute to fallen heroes of wwe,6078
10256,0,pregnant jessica simpson pulls out fetus for photo op,6236
2127,2,apple announces plans for new ipad with extra storage drawer,8946
7981,0,"dept. of labor reports it could be nothing, but they may have spotted job in iowa strip mall",11163
8627,1,crullers explained,13599
4277,0,tourist in white house gift shop browses rack of security clearances,2920
996,0,fda launches food awareness month to get americans interested in eating,8503
7399,0,new tandem mobility scooter released,4644
115,1,"area man too busy for his buddy phil, eh?",661
11742,0,sudden computer restart vomits up bilious mess of unsaved documents on screen,7057
5368,1,man worried any crazy person could get hands on congressional seat,10181
5669,1,reality of fatherhood never truly dawned on man until he held newborn son's hospital bill,3665
13385,0,ronald mcdonald statue bears full brunt of teenagers' mockery,7979
1348,2,"rare species of frog may hold cure to...ah, never mind, it's extinct",306
6214,0,guests emerge shell-shocked from rich people's wedding,10527
7662,0,macy's concludes thanksgiving day parade with traditional procession of santa's coffin,4790
3259,2,pat patriot denies being mascot #5 in prostitution sting police report,2356
2454,0,men's wearhouse introduces clip-on trousers for guys who never learned how to put on pants,1927
12020,0,prime minister of  norway gets laid,12732
5196,1,history teacher has unusual favorite president,3427
2107,0,chicago st. patrick's day parade finally lifts ban on snakes,8941
5614,2,bush hides u.s. report card in sock drawer,3638
9109,2,chuck berry remembers call from cousin about white kid playing 'johnny b. goode',11605
1221,0,kfc releases new family-size nugget,1266
1796,2,clinton aide told to leave behind weak volunteer who collapsed during march to south carolina,1560
12161,0,study: u.s. wastes 2 million hours annually figuring out where tape roll starts,12785
5725,0,venus horrified after finding millions of nude pictures of herself on internet,10326
11964,1,elderly woman relieved to know she's tackled last technological advancement of lifetime,7179
6501,2,nation surprised it took so long for primaries to weed out candidate with genuine principles,4109
13199,2,"paul ryan announces new congress sexual harassment training will create safe work atmosphere, plausible deniability",7867
7867,1,local moviegoer enjoying movie so far,4904
12155,2,prince harry humiliates royal family yet again as base invaded by afghan insurgents,7294
12218,1,"fun-loving, laid-back woman with a bit of a nerdy side joins online dating service",514
537,2,trump agrees to wear wire to take down roger stone,894
1244,1,grandmother proud to have lived long enough to see first viable female candidate torn apart,8601
9891,1,"town still can't think of name for largest, most used street",21
548,2,netanyahu assures critics he still has utmost respect for u.s. money,899
3099,1,area high school somehow still carrying on without 2011 seniors,207
821,0,suicide note surprisingly upbeat,458
5525,2,abc producers blasted for controversial selection of underage 'bachelorette',10246
3380,0,"herculean effort, astronomical expense lead to photo of whole family at disney world",2430
801,0,right-to-kill advocate opposes right-to-die measure,8442
3047,1,workplace shooting planned on company time,9299
5135,2,congress orders clerk to see if he has any in the back,3389
4634,1,alpha male marries tri-delta female,9905
6121,2,"paul reiser, benevolent possessor of many american hearts, looking to direct",3911
8718,1,compliment suspiciously vague,5383
2026,2,murphy brown: still on the air?,8907
